Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ghitm,14.01069047953299,-1.72156925214484,0.38393046411411486,-4.952795637356327,7.315479221592892e-07,4.1467929439436745e-05
Gpm6a,306.67871117725724,-1.7205909220670255,0.26487282421439623,-7.005851161735167,2.454887801848149e-12,1.6698692358793742e-09
Rab34,13.347605267472023,-1.7013629189287311,0.501628034521416,-4.120497046147769,3.780559143612228e-05,0.000989084746888635
Pfkm,12.497106053351823,-1.685107668313556,0.4942272161499017,-4.1618826329689895,3.1563457495446145e-05,0.0008675004192639682
Gpt2,14.117871053376174,-1.6835387459726532,0.3942116546847547,-4.8080977039768165,1.5237329486000447e-06,7.175610085638056e-05
Serpine2,96.30709011986663,-1.6826236586080134,0.5202976580964737,-4.1935701495785604,2.745981058176362e-05,0.0007855558896334434
S1pr1,28.775594175905606,-1.6779590645012774,0.7012076007925264,-3.625339822787922,0.0002885817220140808,0.004298533581922634
Nedd8,34.55975148205874,-1.6719862415291367,0.6536220525159697,-3.6527640059945483,0.0002594326424825991,0.004010723831511293
Adcyap1r1,23.030780668849673,-1.6716893756474562,0.3395833844747605,-5.428058627499576,5.697032770146269e-08,4.912286566033163e-06
Fgfr2,39.69232355102237,-1.670181349938234,0.5758970928700766,-3.9576960779600254,7.567616020829697e-05,0.0016713393381837657
Bbs2,38.75993025404743,-1.6479358541325124,0.2532460656507574,-6.895571034667143,5.3648857056265376e-12,3.2843830289845666e-09
Glul,538.7023109337896,-1.6458211030467467,0.6228957717238285,-3.767126496159587,0.00016513733818904625,0.0029031501419671023
Pink1,17.893537573568384,-1.6344661863730117,0.4377647009594645,-4.4107340176912295,1.0302080080558813e-05,0.0003503851902954503
Agt,49.02987845063926,-1.6292057377886164,0.5355285772373936,-4.01774768537838,5.8757061973901285e-05,0.0014217815549574058
Cox7b,74.28579386135985,-1.6274630085663544,0.4810914545125046,-4.240822756206469,2.227019479645084e-05,0.000671616416472276
Sat1,244.23635540936027,-1.6242069996230937,0.4763104807633088,-4.287063445905968,1.8105059543370536e-05,0.0005650528000958875
Rnasek,13.729906163166362,-1.6033413844346331,0.6439683349179637,-3.4695072271367766,0.0005214140392965247,0.006894377426724242
Prdx5,19.884361236176417,-1.5942030459212309,0.5206393699527697,-3.9205037825794364,8.836404897205505e-05,0.0018914849923318917
Gja1,373.64268184207407,-1.5843122373853888,0.4694173794015046,-4.271466377168549,1.9419180936730247e-05,0.0006004253822962756
Gria2,20.674082334027258,-1.581943666297195,0.4907570203733573,-4.069333703423192,4.714777779162679e-05,0.0011976709362669675
Sash1,27.55125948366651,-1.5675458403788374,0.5039485028251761,-4.063838995865378,4.82721294535353e-05,0.001221165192208856
Tmem47,36.90470860949495,-1.5657411576360836,0.3631730390845278,-5.010206480089126,5.43716672756038e-07,3.3622560309216814e-05
Fam171a1,12.521812070909577,-1.5564379850974224,0.5128212410510143,-3.929318214246045,8.518704779498415e-05,0.0018363207978904683
