Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,score
Impa1,1.7876437868982458,2.733802741512584e-07,0.0012241756727082542,0.18910604865550484,0.8500097008810594,0.925299289847297,9.217773519831563e-09
Pias2,4.059765628719523,3.18350186888394e-07,0.0012208361979765352,0.15598760105587667,0.8760427945091145,0.9357722085618043,9.177990375374322e-09
Tiam1,1.7718650569674215,2.899574314973365e-07,0.0012256832365089227,0.17288796377119356,0.8627394927061299,0.9299443672414996,9.146136480357835e-09
Ppat,2.8398938440191253,3.163602268868291e-07,0.0012184417265059795,0.15580996320895438,0.8761828170394784,0.9357722085618043,9.120620113021858e-09
Stx2,3.8807727143625788,3.104925270185886e-07,0.0012190743474161153,0.15675208182360634,0.8754402390386239,0.9354940030362116,8.991550665077432e-09
Atp6v0a2,1.5998747459651055,2.616427615754423e-07,0.0012215253121841655,0.19155684623638825,0.8480893481351213,0.9245019567811988,8.919968273348642e-09
Usf2,1.2306676303887913,2.438812841927966e-07,0.0012155393761039393,0.20385002884973985,0.8384706962155253,0.9194203124289948,8.898229552847266e-09
Bms1,1.211662203444096,3.419829299009437e-07,0.0012189138631379013,0.14057587388720275,0.888205008791142,0.9420635938702999,8.86412204335456e-09
Bbx,4.911267304343152,3.309591381582665e-07,0.0012217240976726681,0.14311423112050964,0.8861999658289036,0.9409278294062839,8.751779641385833e-09
Plekha7,1.2011672793916812,2.7488224990999814e-07,0.0012181862189039724,0.17500323486497002,0.8610770917578121,0.9293924463577796,8.741492378426807e-09
Ndufa13,1.63661407703257,2.1716311975196825e-07,0.0012154060629408778,0.2222813187941357,0.8240948937986264,0.9122318822830618,8.663669097703245e-09
Rpp14,1.7715138411658522,2.6313548724415026e-07,0.001224273410516584,0.18021520198303598,0.8569836243645149,0.9276599818605795,8.581158197294666e-09
Ercc4,1.4069883497482158,2.444902201601744e-07,0.0012190549795280442,0.1920322295076871,0.8477169597217481,0.924344482221153,8.353288780315778e-09
Ech1,5.641489293677243,3.22193140385122e-07,0.0012199122040306978,0.13930194588348252,0.8892115522822126,0.9426412334323301,8.265403332620575e-09
Psmd13,3.4838077048612286,2.9247717271334843e-07,0.0012170292449982445,0.15317326463413042,0.8782616405836811,0.9372002376944911,8.238382913972995e-09
Mavs,1.7697813574768377,2.5491728731740316e-07,0.0012246502984698724,0.17616877263649267,0.860161352898364,0.9291776694024041,8.132176541087024e-09
Hes1,5.873924327445635,2.5994456170603903e-07,0.0012351458943960715,0.16804957658534783,0.86654427714871,0.9306989587200707,8.107871552144006e-09
Isg20l2,1.7771135581813235,2.5283742255936875e-07,0.0012247656492234372,0.17578441350094842,0.8604633151832416,0.9291776694024041,8.065826284610062e-09
Col11a1,1.2444973583360832,2.0380189627339344e-07,0.0012428671336218186,0.21894327697372773,0.8266942340580018,0.9135142954423456,8.006286582605064e-09
Tipin,1.7278142329428912,2.447408330441508e-07,0.0012251391541958213,0.17151489562771433,0.863818918968652,0.9299443672414996,7.719867877774453e-09
Idh2,6.743584413352518,2.503768753839331e-07,0.001215863754420453,0.1634382418990766,0.870173394986526,0.9326333200468333,7.583683363966216e-09
Uggt1,1.750877853107287,2.4445172156423913e-07,0.0012248904328969858,0.16707029190018183,0.8673147410747671,0.931363066981183,7.548910661601108e-09
Pibf1,1.7571366227487,2.385567499237367e-07,0.0012255805744860512,0.17141053280665308,0.8639009733658387,0.9299443672414996,7.524803147296233e-09
Inpp5f,9.10315592041527,2.809409432380892e-07,0.0012297432746799085,0.145830640173297,0.8840550871069883,0.9406455912755822,7.465717788861017e-09
Als2,1.7646358070041117,2.6016181149391023e-07,0.0012257071676637572,0.1541370115399374,0.8775017059865776,0.9367158577244686,7.386547324598141e-09
Slc35e2,1.420185891580052,2.2532075363737076e-07,0.0012200345931960876,0.18084764434145909,0.8564871648604351,0.9276341799265271,7.350696983150934e-09
Spg21,8.467104781511535,3.3299918517045303e-07,0.001224430955034406,0.11889125937388301,0.9053615066539321,0.9515321347085245,7.184970350175723e-09
Wbscr22,2.9292790603288332,2.4511182650055455e-07,0.0012357005693024096,0.15545217383824317,0.8764648552586386,0.9357722085618043,7.066538915842316e-09
Ppp2r5d,1.7926077420069377,2.2555848061865654e-07,0.0012149712789700866,0.16869700009768143,0.8660349785374126,0.9305992253501485,7.0458409306668415e-09
Hivep1,5.554087509267587,2.7429763956660657e-07,0.0012113696261735472,0.13840678332130532,0.8899189362994357,0.9428593027788069,7.009157641499813e-09
Atr,1.573955326962442,2.288918000753738e-07,0.0012235636829281337,0.16420312459600075,0.8695712414238882,0.9325252742383923,6.944437286704526e-09
Mlec,7.743742462574653,3.2066577275364146e-07,0.0012252305852645023,0.11822154818228833,0.9058921167030181,0.9515908610940077,6.9102632281262144e-09
Mrs2,2.5202080271957774,2.5615095194664475e-07,0.001223493924547364,0.14775508125438966,0.8825360601006395,0.9406138161448667,6.810707095768232e-09
Tmem22,7.6321019475390806,2.807463276537614e-07,0.0012155325099983225,0.1312126185574591,0.8956071140964565,0.9463939703673875,6.717708047802189e-09
Vps25,3.4338230748846232,2.478977027743223e-07,0.0012323847458793201,0.1449766574339107,0.8847293017280915,0.9406455912755822,6.587627520890025e-09
Hiat1,7.099100719976693,2.697558000807315e-07,0.0012208005085717548,0.13145053650743801,0.8954189131004051,0.9463939703673875,6.454726315702778e-09
Pik3ca,5.087715582917497,2.8760102209007556e-07,0.0012205651886972146,0.12282492785770997,0.9022457341399428,0.9497176629628387,6.44384034623195e-09
Enho,5.474092542419059,1.8046205711548822e-07,0.0012377687955675248,0.1993115444510826,0.8420190491746022,0.9212539645656317,6.42817219559985e-09
Phkb,7.2984471000943625,3.198567262077636e-07,0.0012196513617124581,0.11216441155812885,0.9106930465236371,0.9548317915426796,6.420525454491836e-09
Slc35d1,1.51715394669104,2.1423233485074152e-07,0.0012240585535390972,0.16068722850977674,0.8723397488870888,0.9338107960634302,6.371507301159597e-09
Rrp36,2.317573934240909,2.3972421643839e-07,0.001221570723449552,0.1466624257252797,0.8833984777520435,0.9406455912755822,6.370425493902208e-09
Hcfc2,2.13841505303964,2.274520845540211e-07,0.0012195691410376477,0.1504134946175329,0.8804383952255661,0.9390320305872675,6.213898513893404e-09
Ehbp1,9.163932034503675,2.901452987963923e-07,0.0012210758132645166,0.11713378708774456,0.9067540357929673,0.9520062094194042,6.197567106492973e-09
Tmem38b,2.2054687457921287,2.2886258050117e-07,0.0012285841534914392,0.14843364167613587,0.8820005519095626,0.9402067523577123,6.128169583966811e-09
Snrpe,1.270347111642508,2.0242083305746945e-07,0.0012185344087334185,0.1630654075125929,0.8704669360031683,0.9327846284283907,6.116878105581139e-09
Nfu1,4.023408012286895,2.585027939256328e-07,0.0012219353497320514,0.12696238356784278,0.8989701711202013,0.9487149435610881,5.910474737388623e-09
Adam22,2.140801580050513,2.22760831679811e-07,0.0012200337029482605,0.1430989932145124,0.8862120000582544,0.9409278294062839,5.890617562163396e-09
Vamp5,1.2339787385039562,1.7616974596054465e-07,0.0012355256092494472,0.18411091997444606,0.8539264400166466,0.9267812695855961,5.817609824088767e-09
Fdx1,2.2653966649179633,2.2174221951825367e-07,0.0012221682911672566,0.14172166482943094,0.8872998616087566,0.9417561984689335,5.778937662910568e-09
Upf3b,1.582044626497437,1.9844602196268706e-07,0.0012255165315771552,0.1556695036516367,0.8762935366321917,0.9357722085618043,5.721170442545963e-09
Ranbp6,2.9437086224566835,2.1227610237528161e-07,0.0012189521491192132,0.1414023856399318,0.8875520697394067,0.9418605947208611,5.522017345989395e-09
Thoc2,3.639562590327275,2.3762764150193442e-07,0.0012258794411727182,0.1270232921622557,0.898921963391973,0.9487149435610881,5.433179853392509e-09
Snhg6,9.46785426310939,2.3458854346543113e-07,0.0012350690475901624,0.12665033598727496,0.8992171553271057,0.9488120346281526,5.3532672571017e-09
Med28,1.5492028146676788,2.0034192362845627e-07,0.0012245084784627993,0.14573435852799418,0.8841310967398107,0.9406455912755822,5.3238814031461505e-09
Arid2,3.233331577382189,2.348028548729704e-07,0.0012162884378820464,0.12498472714539209,0.9005356414941974,0.9492216248669897,5.314146587146845e-09
Optn,4.3326431832666685,3.638488322917971e-07,0.0012212609045192618,0.0827320462105197,0.9340646030193828,0.9674071222609815,5.2360465098029295e-09
Camk1,1.4765063351872751,1.6210283445385003e-07,0.0012075877922449415,0.17282458104065643,0.8627893148946331,0.9299443672414996,5.1132148609247975e-09
Bbs9,6.893709144453464,2.784121017120854e-07,0.001220935479954688,0.10137003657797819,0.9192567212712386,0.9590473155457606,5.055954288250852e-09
S100pbp,2.9796903563204387,2.287898548716898e-07,0.0012217169477214981,0.12154633372379449,0.9032583177126251,0.9504053202425248,5.054228996728895e-09
Csde1,32.551188512538744,2.206233839579178e-07,0.0012361286709211782,0.1255872799010604,0.9000586323962688,0.9488822020888509,5.027499315674654e-09
Pigk,1.319824926665467,1.832180455911445e-07,0.0012221815999005343,0.14469620215544077,0.8849507378425681,0.9406455912755822,4.868831884895253e-09
Cnot8,3.225805071091696,2.260077045320334e-07,0.001222990119638766,0.11731896620109822,0.906607295960551,0.9520062094194042,4.82757405076773e-09
Edem1,1.409141684433217,1.7917204391361874e-07,0.001222077300280419,0.14385158964635156,0.8856176638409373,0.9406455912755822,4.761313534776857e-09
Tgfbr1,1.585163302546381,1.8530545815980724e-07,0.001224870868152251,0.13694252627952586,0.891076224348833,0.9432002898240762,4.706031214029439e-09
Cdk7,2.6016180562648765,2.1178762237816807e-07,0.0012259042607755909,0.1188806329265604,0.9053699256251478,0.9515321347085245,4.569644176583916e-09
Gclm,2.2331478411409296,2.0221026730023032e-07,0.0012228209695669132,0.12382824413340142,0.9014512683308129,0.9495328053546519,4.547714220110727e-09
Ppic,3.2481237047051383,2.228189880825065e-07,0.001223194326355612,0.1133608443403458,0.9097444812446152,0.9542664238854173,4.5299895004506495e-09
Psmd1,16.319647714718194,3.220552435370828e-07,0.0012193084805029067,0.079632334240234,0.9365296778641193,0.9681813119296392,4.5227198416616325e-09
Asna1,1.7157049237045288,2.185143506861e-07,0.0012293125729602862,0.11323775490615816,0.9098420640671644,0.9542664238854173,4.44247468684891e-09
Itsn2,2.2470316462009863,1.9330996588592508e-07,0.0012237975047599795,0.125894997631295,0.8998150424827718,0.9488822020888509,4.4050893598384605e-09
Pcdhb7,1.254218732001812,1.735751691731979e-07,0.0012348975829360226,0.13552990287318428,0.8921929232910344,0.9437035295907954,4.367918566751179e-09
Cdc5l,3.5637640835257076,2.2213823208932002e-07,0.0012198398462460042,0.10989840077979525,0.9124899508553486,0.9559540029634472,4.3456910996317306e-09
Sf3b1,25.719033487498443,3.1461399018049574e-07,0.0012230735016548315,0.07821489133234924,0.9376571167356853,0.9688332267773613,4.326249174221864e-09
Uhrf1bp1,1.339236352274681,1.6850073048435343e-07,0.001222469662618094,0.13688015270337348,0.8911255270079151,0.9432002898240762,4.2792570986348e-09
Capn2,27.939351501707822,2.9927898216047206e-07,0.0012263356946587399,0.08120467526242627,0.93527918147626,0.9677749748016644,4.257426764124208e-09
Supt5h,1.3479600163584016,1.8077874082028938e-07,0.0012231776363708278,0.12796487376464366,0.8981767711280201,0.9485316875704225,4.148538758460514e-09
Ogfrl1,22.11700540941215,2.3142002192532236e-07,0.0012228474662346427,0.10010164139832489,0.9202636322321819,0.9596072145333704,4.143921598025457e-09
Npnt,1.7242305139903527,1.3529721720493932e-07,0.0012436652423992128,0.16248351310219628,0.8709251103936992,0.9329489983954904,4.078141874453539e-09
Gle1,1.3526685591760597,1.67391989667426e-07,0.0012227980667892362,0.132377537032272,0.8946856811531669,0.9459871744420877,4.036616260761943e-09
Stard7,28.747571450498633,3.273643269592733e-07,0.0012215253091435174,0.07070641173786138,0.9436314177832915,0.9722166845623209,4.005934390414529e-09
Trip4,1.5916859276976136,1.7508189849868565e-07,0.0012254281157346742,0.1257844070617645,0.899902585093144,0.9488822020888509,3.989713642761717e-09
Tmbim4,7.627886324953195,2.445407164629945e-07,0.0012163089799348053,0.09307296756794994,0.9258455929519213,0.9637862132378272,3.917368771940289e-09
Mlh3,1.920793070482334,1.785278526232734e-07,0.001218963709765255,0.1179027455332686,0.9061447178028992,0.9516929082843282,3.838914211634463e-09
Kctd18,1.2837011768699929,1.687862137704751e-07,0.0012236503011519013,0.12289431064173514,0.9021907909263309,0.9497176629628387,3.781736957253497e-09
Abcb7,2.9814468052698335,1.938241860114929e-07,0.001222139914864121,0.10385906409056919,0.9172811934854478,0.9583774952068012,3.5786521224106998e-09
Ppp5c,1.277847406059918,1.5609286765991872e-07,0.0012238811125391714,0.12738464810850134,0.8986359662864477,0.9487149435610881,3.568947696773861e-09
Tspyl1,6.71921257499371,3.177899504190224e-07,0.0012123174314613528,0.0664145931277041,0.9470477522187702,0.9745883911721821,3.552499502656157e-09
