Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Dicarboxylic Acid Catabolic Process (GO:0043649),4/16,4.75972747373279e-06,0.0056117186915309,0,0,46.24941724941725,566.8014149010016,GLUD1;GOT1;ASPA;GLUL
GO_Biological_Process_2023,Glutamate Metabolic Process (GO:0006536),4/20,1.2384227053885136e-05,0.0073005018482652,0,0,34.68006993006993,391.8531240748168,GLUD1;OAT;GOT1;GLUL
GO_Biological_Process_2023,2-Oxoglutarate Metabolic Process (GO:0006103),3/14,0.00013343473681867797,0.0393298886773053,0,0,37.57954545454545,335.28087377820145,GOT1;ADHFE1;GPT2
GO_Biological_Process_2023,Bone Morphogenesis (GO:0060349),3/14,0.00013343473681867797,0.0393298886773053,0,0,37.57954545454545,335.28087377820145,BMPR1B;FGFR3;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Phospholipase Activity (GO:0010518),3/20,0.00040460090723908753,0.0692758217509523,0,0,24.308823529411764,189.9153429881481,PDGFRB;FGFR3;FGFR2
GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),5/88,0.0004808653806335895,0.0692758217509523,0,0,8.387069404378076,64.07656613068033,PTPRM;FGF1;GLUL;SASH1;AGT
GO_Biological_Process_2023,Dicarboxylic Acid Metabolic Process (GO:0043648),4/50,0.0004961294316551132,0.0692758217509523,0,0,12.04439039221648,91.6418365827904,GOT1;GPT2;ADHFE1;ME1
GO_Biological_Process_2023,Pyruvate Metabolic Process (GO:0006090),4/50,0.0004961294316551132,0.0692758217509523,0,0,12.04439039221648,91.6418365827904,LDHB;ME1;PFKM;PGM1
GO_Biological_Process_2023,Glutamate Catabolic Process (GO:0006538),2/5,0.0005288230668011627,0.0692758217509523,0,0,91.26436781609196,688.5765723657122,GLUD1;GLUL
GO_Biological_Process_2023,Positive Regulation Of Transferase Activity (GO:0051347),6/143,0.0006655613760162706,0.0784696862323183,0,0,6.123932287622302,44.79582796855071,PDGFRB;PINK1;AXL;FGFR3;FGFR2;AGT
GO_Biological_Process_2023,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),4/56,0.000764734648785778,0.0819656500834938,0,0,10.651425497579345,76.43443390250049,PDGFRB;PINK1;SLC25A33;AGT
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),11/483,0.0009026473282124408,0.0886850999968723,0,0,3.321145937188435,23.281826297655048,PDGFRB;GJA1;MEGF10;BCL2;FGF1;SMARCA2;FGFR3;MEIS2;SLC25A33;FGFR2;AGT
GO_Biological_Process_2023,Aromatic Compound Catabolic Process (GO:0019439),2/7,0.001099844896677,0.093332951071425,0,0,54.753103448275866,373.0102321483181,EPHX2;PON2
GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),8/284,0.001218316972641,0.093332951071425,0,0,4.0823688874986965,27.393858315433008,PDGFRB;AXL;DDIT4;CHN1;ADRB2;FGF1;FGFR3;FGFR2
GO_Biological_Process_2023,Regulation Of Morphogenesis Of An Epithelium (GO:1905330),2/8,0.0014593940436216,0.093332951071425,0,0,45.62528735632184,297.92098865168504,GJA1;FGF1
GO_Biological_Process_2023,Tricarboxylic Acid Metabolic Process (GO:0072350),2/8,0.0014593940436216,0.093332951071425,0,0,45.62528735632184,297.92098865168504,GLUD1;IDH3A
GO_Biological_Process_2023,Regulation Of Cell Growth (GO:0001558),7/227,0.0014706611237613,0.093332951071425,0,0,4.462045454545454,29.10165337215459,GJA1;BCL2;NDUFS3;CGRRF1;SMARCA2;SLC25A33;AGT
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),4/68,0.0015841290949989,0.093332951071425,0,0,8.649038461538462,55.76658250330502,NDUFA8;COX7B;NDUFS3;NDUFA1
GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),4/70,0.0017634556556951,0.093332951071425,0,0,8.386098749735114,53.17189101686007,NDUFA8;COX7B;NDUFS3;NDUFA1
GO_Biological_Process_2023,Dicarboxylic Acid Biosynthetic Process (GO:0043650),2/9,0.0018673275806489,0.093332951071425,0,0,39.10541871921182,245.7090037371986,GLUD1;GOT1
GO_Biological_Process_2023,Positive Regulation Of Lipase Activity (GO:0060193),2/9,0.0018673275806489,0.093332951071425,0,0,39.10541871921182,245.7090037371986,FGFR3;FGFR2
GO_Biological_Process_2023,Regulation Of Metal Ion Transport (GO:0010959),3/34,0.0019699077348044,0.093332951071425,0,0,13.321236559139784,82.9882208623502,NKAIN3;BCL2;SRI
GO_Biological_Process_2023,Regulation Of Blood Circulation (GO:1903522),3/34,0.0019699077348044,0.093332951071425,0,0,13.321236559139784,82.9882208623502,KCNIP2;SRI;AGT
GO_Biological_Process_2023,Action Potential (GO:0001508),3/35,0.0021430700200204,0.093332951071425,0,0,12.904296875,79.30356148417859,GNA14;KCNA2;SRI
GO_Biological_Process_2023,Negative Regulation Of Growth (GO:0045926),5/124,0.0022386504006931,0.093332951071425,0,0,5.839152562433424,35.62982046707502,GJA1;NDUFS3;CGRRF1;SMARCA2;FGFR3
GO_Biological_Process_2023,Regulation Of Phospholipase Activity (GO:0010517),2/10,0.0023229246092663,0.093332951071425,0,0,34.21551724137931,207.51465812385604,FGFR3;FGFR2
GO_Biological_Process_2023,Cellular Response To Cholesterol (GO:0071397),2/10,0.0023229246092663,0.093332951071425,0,0,34.21551724137931,207.51465812385604,GRAMD1B;PTCH1
GO_Biological_Process_2023,Negative Regulation Of Adenylate Cyclase Activity (GO:0007194),2/10,0.0023229246092663,0.093332951071425,0,0,34.21551724137931,207.51465812385604,GRM3;EDNRB
GO_Biological_Process_2023,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),4/77,0.0025017437355679,0.093332951071425,0,0,7.57927004502347,45.40564311340686,OPHN1;SDC2;CTNNA2;FGFR2
GO_Biological_Process_2023,Mitochondrion Disassembly (GO:0061726),3/37,0.0025170677868047,0.093332951071425,0,0,12.143995098039216,72.67768937363319,GABARAPL2;GABARAPL1;PINK1
GO_Biological_Process_2023,Aspartate Family Amino Acid Catabolic Process (GO:0009068),2/11,0.0028254720814741,0.093332951071425,0,0,30.412260536398467,178.49198459045135,GOT1;ASPA
GO_Biological_Process_2023,Cellular Response To Nitrogen Levels (GO:0043562),2/11,0.0028254720814741,0.093332951071425,0,0,30.412260536398467,178.49198459045135,GABARAPL2;GABARAPL1
GO_Biological_Process_2023,Cellular Response To Nitrogen Starvation (GO:0006995),2/11,0.0028254720814741,0.093332951071425,0,0,30.412260536398467,178.49198459045135,GABARAPL2;GABARAPL1
GO_Biological_Process_2023,Glutamine Family Amino Acid Biosynthetic Process (GO:0009084),2/11,0.0028254720814741,0.093332951071425,0,0,30.412260536398467,178.49198459045135,GLUD1;GLUL
GO_Biological_Process_2023,Negative Regulation Of Cyclase Activity (GO:0031280),2/11,0.0028254720814741,0.093332951071425,0,0,30.412260536398467,178.49198459045135,GRM3;EDNRB
GO_Biological_Process_2023,Regulation Of Mitochondrial Membrane Potential (GO:0051881),3/39,0.0029290239097902,0.093332951071425,0,0,11.468171296296296,66.89482998502562,PINK1;BCL2;SLC25A33
GO_Biological_Process_2023,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),3/39,0.0029290239097902,0.093332951071425,0,0,11.468171296296296,66.89482998502562,FGF1;FGFR3;FGFR2
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),4/82,0.0031434088341335,0.0970194342830235,0,0,7.091626322395554,40.865124031675215,PINK1;NDUFS3;BCL2;GHITM
GO_Biological_Process_2023,Aspartate Family Amino Acid Metabolic Process (GO:0009066),2/12,0.0033742647269347,0.0970194342830235,0,0,27.369655172413797,155.77652278778595,GOT1;NAT8L
GO_Biological_Process_2023,Endochondral Bone Morphogenesis (GO:0060350),2/12,0.0033742647269347,0.0970194342830235,0,0,27.369655172413797,155.77652278778595,BMPR1B;FGFR3
GO_Biological_Process_2023,Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586),2/12,0.0033742647269347,0.0970194342830235,0,0,27.369655172413797,155.77652278778595,CYBRD1;NEO1
GO_Biological_Process_2023,Regulation Of Kinase Activity (GO:0043549),4/85,0.0035778773028498,0.0970194342830235,0,0,6.8279374946041616,38.46167349323013,PDGFRB;AXL;FGFR3;FGFR2
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),4/85,0.0035778773028498,0.0970194342830235,0,0,6.8279374946041616,38.46167349323013,NDUFA8;COX7B;NDUFS3;NDUFA1
GO_Biological_Process_2023,Substantia Nigra Development (GO:0021762),3/42,0.0036207422463554,0.0970194342830235,0,0,10.584401709401709,59.49572889699771,GLUD1;NDUFS3;PADI2
GO_Biological_Process_2023,Positive Regulation Of Cell Division (GO:0051781),3/43,0.0038715496251039,0.0995528781430356,0,0,10.319270833333333,57.31426659503001,FGF1;CDC14A;FGFR2
GO_Biological_Process_2023,Negative Regulation Of Lyase Activity (GO:0051350),2/13,0.0039686049811049,0.0995528781430356,0,0,24.880250783699054,137.57138169677896,GRM3;EDNRB
GO_Biological_Process_2023,Glutamine Metabolic Process (GO:0006541),2/13,0.0039686049811049,0.0995528781430356,0,0,24.880250783699054,137.57138169677896,GLUD1;GLUL
GO_Biological_Process_2023,Bone Development (GO:0060348),3/44,0.0041326935999427,0.1015092865485938,0,0,10.067073170731708,55.25641176770223,GJA1;FGFR3;FGFR2
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),4/90,0.0043896676029751,0.1056207776307701,0,0,6.4293381037567086,34.901673286612144,NDUFA8;NDUFS3;NDUFA1;SLC25A33
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),3/48,0.0052830653003776,0.115524012334646,0,0,9.170370370370373,48.08253344370093,PINK1;BCL2;NDUFS3
GO_Biological_Process_2023,Regulation Of Multicellular Organism Growth (GO:0040014),2/15,0.0052911761374647,0.115524012334646,0,0,21.05039787798409,110.34018053677076,BBS2;PTCH1
GO_Biological_Process_2023,Cardiac Myofibril Assembly (GO:0055003),2/15,0.0052911761374647,0.115524012334646,0,0,21.05039787798409,110.34018053677076,PDGFRB;NEBL
GO_Biological_Process_2023,Cellular Response To Sterol (GO:0036315),2/15,0.0052911761374647,0.115524012334646,0,0,21.05039787798409,110.34018053677076,GRAMD1B;PTCH1
GO_Biological_Process_2023,Glutamine Family Amino Acid Catabolic Process (GO:0009065),2/15,0.0052911761374647,0.115524012334646,0,0,21.05039787798409,110.34018053677076,GLUD1;GLUL
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),10/525,0.00550505618473,0.1157835229301676,0,0,2.7408404790588903,14.25809419576776,PDGFRB;GJA1;PINK1;AXL;ADRB2;FGF1;FGFR3;FGFR2;SASH1;AGT
GO_Biological_Process_2023,Autophagy Of Mitochondrion (GO:0000422),3/49,0.0055976766811022,0.1157835229301676,0,0,8.970561594202898,46.51598279456935,GABARAPL2;GABARAPL1;PINK1
GO_Biological_Process_2023,Fatty Acid Beta-Oxidation (GO:0006635),3/49,0.0055976766811022,0.1157835229301676,0,0,8.970561594202898,46.51598279456935,HADHB;ACAA2;HSD17B4
GO_Biological_Process_2023,Regulation Of Stem Cell Proliferation (GO:0072091),2/16,0.006018049773953,0.1190499395730242,0,0,19.545812807881774,99.93758510583235,GJA1;FBLN1
GO_Biological_Process_2023,Regulation Of Smoothened Signaling Pathway (GO:0008589),3/51,0.0062600599355546,0.1190499395730242,0,0,8.59592013888889,43.61196402543958,RAB34;PTCH1;FGFR2
GO_Biological_Process_2023,Regulation Of Proteolysis (GO:0030162),3/52,0.0066080264168641,0.1190499395730242,0,0,8.420068027210885,42.2642809239828,SERPINE2;ASPH;NEDD8
GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),3/52,0.0066080264168641,0.1190499395730242,0,0,8.420068027210885,42.2642809239828,HADHB;ACAA2;HSD17B4
GO_Biological_Process_2023,Regulation Of Oxidative Phosphorylation (GO:0002082),2/17,0.0067877563485638,0.1190499395730242,0,0,18.24183908045977,91.07484109599748,PINK1;SLC25A33
GO_Biological_Process_2023,Regulation Of Adenylate Cyclase Activity (GO:0045761),2/17,0.0067877563485638,0.1190499395730242,0,0,18.24183908045977,91.07484109599748,GRM3;EDNRB
GO_Biological_Process_2023,Regulation Of Aerobic Respiration (GO:1903715),2/17,0.0067877563485638,0.1190499395730242,0,0,18.24183908045977,91.07484109599748,PINK1;SLC25A33
GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),3/53,0.0069672992625434,0.1190499395730242,0,0,8.25125,40.980060938431045,NDUFA8;NDUFS3;NDUFA1
GO_Biological_Process_2023,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),3/53,0.0069672992625434,0.1190499395730242,0,0,8.25125,40.980060938431045,GABARAPL2;PINK1;OPHN1
GO_Biological_Process_2023,Cellular Response To Alcohol (GO:0097306),3/53,0.0069672992625434,0.1190499395730242,0,0,8.25125,40.980060938431045,GRAMD1B;PTCH1;ADCY2
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),3/53,0.0069672992625434,0.1190499395730242,0,0,8.25125,40.980060938431045,NDUFA8;NDUFS3;NDUFA1
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),3/53,0.0069672992625434,0.1190499395730242,0,0,8.25125,40.980060938431045,NDUFA8;NDUFS3;NDUFA1
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),6/231,0.0072952245312388,0.120159192618088,0,0,3.712151300236407,18.265771581155523,PDGFRB;PINK1;AXL;FGF1;FGFR3;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Kinase Activity (GO:0033674),4/104,0.0073012752251863,0.120159192618088,0,0,5.525314685314686,27.18292523311726,PDGFRB;AXL;FGFR3;FGFR2
GO_Biological_Process_2023,Peptidyl-Tyrosine Modification (GO:0018212),3/54,0.0073379659614099,0.120159192618088,0,0,8.0890522875817,39.75521344097772,PDGFRB;FGFR3;FGFR2
GO_Biological_Process_2023,Response To Cholesterol (GO:0070723),2/18,0.0075996357289906,0.1213601322066151,0,0,17.10086206896552,83.44630647041649,GRAMD1B;PTCH1
GO_Biological_Process_2023,Neuron Migration (GO:0001764),3/55,0.0077201101912605,0.1213601322066151,0,0,7.933092948717949,38.5859821433043,GPM6A;DDIT4;NEO1
GO_Biological_Process_2023,Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),3/55,0.0077201101912605,0.1213601322066151,0,0,7.933092948717949,38.5859821433043,FGF1;FGFR3;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Cellular Metabolic Process (GO:0031325),3/56,0.0081138118892279,0.125870844965787,0,0,7.783018867924528,37.4689121302596,PDGFRB;GHITM;AGT
GO_Biological_Process_2023,Brain Development (GO:0007420),5/169,0.0082835217248177,0.1268347027735082,0,0,4.227284438337341,20.263433304530235,BBS2;PTCH1;DDIT4;CTNNA2;MEIS2
GO_Biological_Process_2023,Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),2/20,0.0093473086864774,0.1397638279680767,0,0,15.199233716475096,71.02095504803928,GABRB1;GABRG1
GO_Biological_Process_2023,Aerobic Respiration (GO:0009060),3/59,0.0093650062845445,0.1397638279680767,0,0,7.364955357142857,34.40005136166734,NDUFA8;NDUFS3;NDUFA1
GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),3/60,0.0098056645054255,0.1445109806487095,0,0,7.235380116959064,33.4621501463929,NDUFA8;NDUFS3;NDUFA1
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),3/61,0.0102582258852625,0.1474932721795677,0,0,7.110272988505747,32.562742078423334,PINK1;NDUFS3;BCL2
GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),3/61,0.0102582258852625,0.1474932721795677,0,0,7.110272988505747,32.562742078423334,HADHB;ACAA2;HSD17B4
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),3/63,0.0111992898764657,0.1581205913317771,0,0,6.872569444444444,30.870928408299328,NDUFA8;NDUFS3;NDUFA1
GO_Biological_Process_2023,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),4/118,0.0112655892042996,0.1581205913317771,0,0,4.843332106490001,21.727199465765512,PREX2;ARHGEF12;CHN1;ARHGAP5
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),4/123,0.0129604417120475,0.1784641765902944,0,0,4.638655462184874,20.1589171030869,GRM3;GRIA2;OPHN1;EIF4EBP2
GO_Biological_Process_2023,Peptidyl-Tyrosine Phosphorylation (GO:0018108),3/67,0.013226622456779,0.1784641765902944,0,0,6.441731770833333,27.863862978177927,PDGFRB;FGFR3;FGFR2
GO_Biological_Process_2023,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),4/124,0.0133178355384788,0.1784641765902944,0,0,4.5997668997669,19.864788492668097,PDGFRB;AXL;FGFR3;FGFR2
GO_Biological_Process_2023,Regulation Of Muscle Cell Differentiation (GO:0051147),2/24,0.0133204813739999,0.1784641765902944,0,0,12.433228840125391,53.69230786103003,MEGF10;FGFR2
GO_Biological_Process_2023,Negative Regulation Of Cell Growth (GO:0030308),4/125,0.013681455340885,0.1812408522123991,0,0,4.561521123504595,19.57674401174813,GJA1;NDUFS3;CGRRF1;SMARCA2
GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),3/69,0.0143136003926836,0.1826776702373506,0,0,6.2458964646464645,26.523481135052304,KCNIP2;SRI;AGT
GO_Biological_Process_2023,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),2/25,0.0144096890009106,0.1826776702373506,0,0,11.892053973013493,50.42057797347267,GABARAPL2;OPHN1
GO_Biological_Process_2023,Activation Of Protein Kinase B Activity (GO:0032148),2/25,0.0144096890009106,0.1826776702373506,0,0,11.892053973013493,50.42057797347267,PINK1;FGF1
GO_Biological_Process_2023,Proteoglycan Metabolic Process (GO:0006029),2/25,0.0144096890009106,0.1826776702373506,0,0,11.892053973013493,50.42057797347267,CSGALNACT1;BMPR1B
GO_Biological_Process_2023,Nervous System Development (GO:0007399),8/433,0.0148669904231761,0.1864700181800496,0,0,2.6309606432501056,11.072692354535786,GPM6A;COX7B;MARCKSL1;EDNRB;OPHN1;AXL;LSAMP;CABLES1
GO_Biological_Process_2023,cAMP-mediated Signaling (GO:0019933),2/26,0.0155360444455639,0.1904501747867294,0,0,11.395977011494251,47.45960046775096,ADCY2;PDE7B
GO_Biological_Process_2023,Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),2/26,0.0155360444455639,0.1904501747867294,0,0,11.395977011494251,47.45960046775096,PDGFRB;FGFR3
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),6/273,0.0156689287144298,0.1904501747867294,0,0,3.121523627380668,12.973288152412046,GRM3;GRIA2;GABRB1;KCNIP2;PDE7B;GABRG1
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),5/199,0.0159120487732114,0.1914316888124115,0,0,3.5681356178306958,14.774503052450468,GRM3;GRIA2;GABRB1;KCNIP2;PDE7B
GO_Biological_Process_2023,Dorsal/Ventral Pattern Formation (GO:0009953),2/27,0.0166989505698534,0.1988693204227996,0,0,10.939586206896552,44.76926544340075,PTCH1;BMPR1B
GO_Biological_Process_2023,Golgi To Plasma Membrane Protein Transport (GO:0043001),2/28,0.0178978169056351,0.2089260013043939,0,0,10.518302387267903,42.3159355133353,BBS2;RAB34
GO_Biological_Process_2023,Limb Development (GO:0060173),2/28,0.0178978169056351,0.2089260013043939,0,0,10.518302387267903,42.3159355133353,ZNRF3;PTCH1
GO_Biological_Process_2023,TOR Signaling (GO:0031929),2/29,0.0191320595851314,0.2148256976273332,0,0,10.12822477650064,40.07120559028693,PINK1;EIF4EBP2
GO_Biological_Process_2023,Alpha-Amino Acid Metabolic Process (GO:1901605),2/29,0.0191320595851314,0.2148256976273332,0,0,10.12822477650064,40.07120559028693,ALDH6A1;NAT8L
GO_Biological_Process_2023,Chondrocyte Differentiation (GO:0002062),2/29,0.0191320595851314,0.2148256976273332,0,0,10.12822477650064,40.07120559028693,BMPR1B;FGFR3
GO_Biological_Process_2023,Glycolytic Process (GO:0006096),2/29,0.0191320595851314,0.2148256976273332,0,0,10.12822477650064,40.07120559028693,PFKM;PGM1
GO_Biological_Process_2023,Positive Regulation Of Lipid Kinase Activity (GO:0090218),2/30,0.0204011012789602,0.2247934430644306,0,0,9.766009852216747,38.01093536322369,PDGFRB;FGFR3
GO_Biological_Process_2023,Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),2/30,0.0204011012789602,0.2247934430644306,0,0,9.766009852216747,38.01093536322369,CTNNA2;WASF3
GO_Biological_Process_2023,Negative Regulation Of Developmental Growth (GO:0048640),2/31,0.0217043711271143,0.2302925281066183,0,0,9.428775267538644,36.114487307242925,PTCH1;FGFR3
GO_Biological_Process_2023,Cardiac Muscle Tissue Morphogenesis (GO:0055008),2/31,0.0217043711271143,0.2302925281066183,0,0,9.428775267538644,36.114487307242925,S1PR1;FGFR2
GO_Biological_Process_2023,Glutamine Family Amino Acid Metabolic Process (GO:0009064),2/31,0.0217043711271143,0.2302925281066183,0,0,9.428775267538644,36.114487307242925,GLUD1;GOT1
GO_Biological_Process_2023,Presynaptic Endocytosis (GO:0140238),2/31,0.0217043711271143,0.2302925281066183,0,0,9.428775267538644,36.114487307242925,OPHN1;STON2
GO_Biological_Process_2023,Activation Of Protein Kinase Activity (GO:0032147),3/81,0.0218768135266677,0.2302925281066183,0,0,5.281784188034188,20.18871130718464,PINK1;ADRB2;FGF1
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),6/297,0.0226615770545465,0.2341870536805902,0,0,2.8605688381955106,10.833215706353016,PREX2;ARHGEF12;CHN1;RGN;FGF1;ARHGAP5
GO_Biological_Process_2023,Neuron Projection Morphogenesis (GO:0048812),4/146,0.022811293115756,0.2341870536805902,0,0,3.882793263074953,14.678898197596274,GPM6A;SDC2;CTNNA2;FGFR2
GO_Biological_Process_2023,Proteoglycan Biosynthetic Process (GO:0030166),2/32,0.0230413046878273,0.2341870536805902,0,0,9.114022988505749,34.36412125375057,CSGALNACT1;BMPR1B
GO_Biological_Process_2023,Mitochondrial Membrane Organization (GO:0007006),2/32,0.0230413046878273,0.2341870536805902,0,0,9.114022988505749,34.36412125375057,BCL2;GHITM
GO_Biological_Process_2023,Axon Guidance (GO:0007411),4/149,0.0243563963662106,0.2416216197125495,0,0,3.801880877742947,14.123838349165428,OPHN1;CHN1;PTPRM;NEO1
GO_Biological_Process_2023,Carboxylic Acid Metabolic Process (GO:0019752),2/33,0.024411343856201,0.2416216197125495,0,0,8.819577308120133,32.74450943032506,CSGALNACT1;GLUD1
GO_Biological_Process_2023,Regulation Of Sprouting Angiogenesis (GO:1903670),2/33,0.024411343856201,0.2416216197125495,0,0,8.819577308120133,32.74450943032506,FGF1;GLUL
GO_Biological_Process_2023,Regulation Of Osteoblast Differentiation (GO:0045667),3/85,0.0247974690290233,0.2416216197125495,0,0,5.023119918699187,18.570543087359617,PTCH1;BMPR1B;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Migration (GO:0010595),3/85,0.0247974690290233,0.2416216197125495,0,0,5.023119918699187,18.570543087359617,FGF1;SASH1;AGT
GO_Biological_Process_2023,Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),2/34,0.0258139368271332,0.2454405767676619,0,0,8.54353448275862,31.242345009740973,PDGFRB;FGFR3
GO_Biological_Process_2023,Cellular Response To Amyloid-Beta (GO:1904646),2/34,0.0258139368271332,0.2454405767676619,0,0,8.54353448275862,31.242345009740973,GJA1;ADRB2
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",2/34,0.0258139368271332,0.2454405767676619,0,0,8.54353448275862,31.242345009740973,NDUFA8;NDUFS3
GO_Biological_Process_2023,Regulation Of Cellular Component Organization (GO:0051128),4/153,0.0265130264523969,0.2455564504720467,0,0,3.699066034636505,13.42805027384162,PINK1;OPHN1;STON2;AGT
GO_Biological_Process_2023,Dendrite Morphogenesis (GO:0048813),2/35,0.0272485380118369,0.2455564504720467,0,0,8.284221525600836,29.846023921100315,SDC2;CTNNA2
GO_Biological_Process_2023,Glutamate Receptor Signaling Pathway (GO:0007215),2/35,0.0272485380118369,0.2455564504720467,0,0,8.284221525600836,29.846023921100315,GRM3;GRIA2
GO_Biological_Process_2023,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),5/231,0.0281039514134707,0.2455564504720467,0,0,3.057927209273339,10.9224422966804,PINK1;DDIT4;BCL2;NDUFS3;PEBP1
GO_Biological_Process_2023,Negative Regulation Of Multicellular Organismal Process (GO:0051241),5/231,0.0281039514134707,0.2455564504720467,0,0,3.057927209273339,10.9224422966804,BBS2;GJA1;PTCH1;ALDH1A1;IL17D
GO_Biological_Process_2023,Blood Vessel Diameter Maintenance (GO:0097746),2/36,0.028714607988795,0.2455564504720467,0,0,8.040162271805274,28.5453844658596,EDNRB;AGT
GO_Biological_Process_2023,Regulation Of Trans-Synaptic Signaling (GO:0099177),2/36,0.028714607988795,0.2455564504720467,0,0,8.040162271805274,28.5453844658596,GRIA2;EIF4EBP2
GO_Biological_Process_2023,Positive Regulation Of MAP Kinase Activity (GO:0043406),3/91,0.0295531847263702,0.2455564504720467,0,0,4.679214015151516,16.478150532763006,PDGFRB;FGF1;SASH1
GO_Biological_Process_2023,Muscle Cell Differentiation (GO:0042692),2/37,0.0302116134505928,0.2455564504720467,0,0,7.810049261083744,27.33149292134602,MEGF10;SYNE1
GO_Biological_Process_2023,Establishment Of Protein Localization To Plasma Membrane (GO:0061951),2/38,0.0317390271128749,0.2455564504720467,0,0,7.59272030651341,26.19646598424833,BBS2;RAB34
GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),4/162,0.0317734049894561,0.2455564504720467,0,0,3.486766398158803,12.0262954549913,PDGFRB;PINK1;FGFR3;FGFR2
GO_Biological_Process_2023,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),4/163,0.0323930489050739,0.2455564504720467,0,0,3.464661125038484,11.8831342902034,GNA14;ADCYAP1R1;ADCY2;ADRB2
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Migration (GO:0010634),3/95,0.0329722250064713,0.2455564504720467,0,0,4.474864130434782,15.268637980129537,FGF1;SASH1;AGT
GO_Biological_Process_2023,Negative Regulation Of Mitochondrion Organization (GO:0010823),2/39,0.0332963277038089,0.2455564504720467,0,0,7.387138863000932,25.13332288613759,PINK1;GHITM
GO_Biological_Process_2023,Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),2/39,0.0332963277038089,0.2455564504720467,0,0,7.387138863000932,25.13332288613759,GABARAPL2;OPHN1
GO_Biological_Process_2023,Positive Regulation Of ATP-dependent Activity (GO:0032781),2/39,0.0332963277038089,0.2455564504720467,0,0,7.387138863000932,25.13332288613759,GABARAPL2;RGN
GO_Biological_Process_2023,Digestive Tract Development (GO:0048565),2/39,0.0332963277038089,0.2455564504720467,0,0,7.387138863000932,25.13332288613759,EDNRB;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Differentiation (GO:0045621),2/39,0.0332963277038089,0.2455564504720467,0,0,7.387138863000932,25.13332288613759,AXL;SMARCA2
