Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LHPP,995.3319755722787,-2.534347858804728,0.33482998884645804,-8.580551889114087,9.441902595453974e-18,1.6300241451308727e-15
SLC48A1,4695.773695424328,-2.1579574310454497,0.28217214016804953,-8.53393986405684,1.414463829924021e-17,2.4181838428283577e-15
SLCO1A2,288.4107687694134,-5.5444286476704185,0.9520064652604275,-8.502641734942378,1.8532417651301212e-17,3.137859061747721e-15
SOWAHA,81.90765102237376,-4.910130379965643,0.7707815715593379,-8.49379376771036,1.9999906408819828e-17,3.354079542408651e-15
SRCIN1,255.53548144636835,-4.191826667279762,0.607212836603023,-8.486854155746247,2.1230594024257055e-17,3.4939208427396493e-15
LDLRAD4,513.9947005853725,-2.240823976671037,0.2850836711258718,-8.479240967207923,2.2666779356048046e-17,3.695734422968982e-15
C11orf39,67.19820532542599,-5.170882384173771,0.7015732570731853,-8.47267933463549,2.398120700899949e-17,3.874174992857542e-15
NEK3,97.06810895626668,-2.471781250590322,0.32248943204721303,-8.45197102951689,2.864256802257295e-17,4.585154366449883e-15
CRHBP,59.9571660038463,-7.23567779317343,1.1096387983345466,-8.422281775122547,3.692217508402534e-17,5.857320550041461e-15
TMEM235,223.1407487015168,-7.4957265805010245,1.2665349969918582,-8.416961192718164,3.863755963496752e-17,6.074721317965563e-15
MAP6D1,1259.199140322642,-2.813680840315405,0.3906317586377356,-8.394574400766817,4.6758485525365305e-17,7.286461695718209e-15
TMEM151A,422.49137641486584,-3.998915061874506,0.604372615182519,-8.39010712667323,4.8569938783626396e-17,7.502351333691906e-15
AATK,732.2417331529495,-3.7463447544966173,0.5332659775662764,-8.378110683341975,5.378405533751382e-17,8.235508090767659e-15
SGK2,132.43656107206556,-6.040250559640789,0.9571311583261992,-8.364635519037156,6.030104225760561e-17,9.15380218201877e-15
DNAJC6,860.3942955912374,-3.1296656565157526,0.43507894215197307,-8.35084161750276,6.777825745306455e-17,1.0114468944839097e-14
PDIA2,216.85470134288852,-4.638140711657711,0.7666477402114035,-8.332289922797727,7.929347820435309e-17,1.1733435778995408e-14
MTMR10,579.5496314048867,-2.0359218836911803,0.269801718850386,-8.323411193416245,8.546731534805963e-17,1.2541616299699851e-14
TEAD4,78.17378299221512,5.20307893048156,0.8153402080731599,8.318759372370822,8.888880214656159e-17,1.2935891876023167e-14
GPIHBP1,67.39855789078621,-5.338077140056722,0.7956460435024892,-8.295649287767963,1.0799370828819067e-16,1.5587386961038933e-14
GLDN,1098.3764079449393,-3.972717253472759,0.5759808287003298,-8.292766265972492,1.1064462676927071e-16,1.5840172624228357e-14
SOX10,388.8251902206533,-5.17637681116997,0.8681873890613196,-8.275070047040497,1.2838012566666268e-16,1.8231013168260187e-14
MYO1D,253.26677018452187,-4.568443451676663,0.7366814606278987,-8.262469037535539,1.42689756540543e-16,2.0100991383379375e-14
TBC1D12,374.4555455980586,-3.0717136971276564,0.42484060351776054,-8.25965455691942,1.4609465107925858e-16,2.0417307229005272e-14
MTUS1,828.6008821300135,-3.055281920438429,0.43125426647021325,-8.257818727858586,1.4835863305602398e-16,2.057045015341359e-14
PLEKHG3,721.7310041027204,-2.2595948137598016,0.3148646816496446,-8.22155606081143,2.0087956484428764e-16,2.7277084003504786e-14
ITM2A,419.1082536367519,-4.352232041394744,0.6859400657723465,-8.221260401774446,2.0137548528909209e-16,2.7277084003504786e-14
TUBB4A,11992.438979602233,-3.4650783282384987,0.5566407059544451,-8.217541672647291,2.077170698348018e-16,2.7921296814664315e-14
LINC00320,318.1277512501235,-5.3541202284118095,0.899858374224046,-8.207313229931803,2.261929237714126e-16,3.017447874765761e-14
SLC44A1,3571.2934041178496,-2.4790612049269787,0.34005143025300877,-8.199656402909751,2.410750824464126e-16,3.1917978396984055e-14
KLHL32,397.06301715372047,-4.15006110705226,0.6433614157776991,-8.188168517655129,2.6523128125419964e-16,3.485416142988957e-14
TP53INP2,716.1387138551679,-2.407374104756671,0.32743722481334203,-8.178630043018186,2.870890585807273e-16,3.7447046167022423e-14
BOK,1600.1447111545713,-4.47408197290779,0.7155280125975342,-8.140965276764852,3.921388529434572e-16,5.0773331334421596e-14
REEP3,928.4444863187003,-2.068034301694998,0.27953202113274256,-8.119290241896909,4.689178755079845e-16,5.940413575410145e-14
HOXD1,91.64292411779876,-6.652302141180829,1.0582678317666403,-8.114869248320478,4.863081402514143e-16,6.116714315490823e-14
OSBPL1A,1056.4677319763791,-2.1308191792593876,0.29064626353276685,-8.102374667086323,5.389665633416951e-16,6.730966109137525e-14
GNAI1,1110.3739175877042,-3.084095337530659,0.4357714006246645,-8.09593427703511,5.682650013372731e-16,7.046886203202846e-14
CALN1,86.0447149801653,-5.2669722612878145,0.8547366214157107,-8.090204963374001,5.956441317580497e-16,7.334753507781466e-14
PPP1R16B,692.558209008365,-5.507229155990612,0.9561307287959185,-8.066361770687353,7.242399549871516e-16,8.856348171783857e-14
DAAM2,584.7865574357862,-2.9976616671818817,0.44411479487767364,-8.052350544147018,8.121888733637119e-16,9.863333704180415e-14
PALM2,140.0010942669359,-4.725089360874084,0.7392573289553271,-8.030402675038998,9.71532598098495e-16,1.1717614739668766e-13
SLC45A3,165.62530984042306,-3.809330672686854,0.6608778169801126,-8.017940993908166,1.0753243772851753e-15,1.288121561878548e-13
ABCA2,1765.0033163252851,-2.532726772268705,0.36600527208353917,-8.016100438050538,1.0915525861452624e-15,1.2987263168535084e-13
CD44,3994.833042586315,2.411770850875266,0.33350446964674946,8.003245494504696,1.2118200085053054e-15,1.4321435254879145e-13
LRRN4CL,106.06271512102448,4.689171587830379,0.7564945277911237,7.993436990893392,1.3122796301573109e-15,1.5405288004960057e-13
PAQR6,2576.8039917968345,-2.813076413634708,0.40999798909566704,-7.9912690457860736,1.3355672931399094e-15,1.557483739397395e-13
TGFB1I1,479.72498457869943,2.4564384728347215,0.33846901558614273,7.975960120296448,1.5120076193851466e-15,1.7516409322205952e-13
MYC,725.8827460948116,2.0778833991996146,0.2849598594650197,7.9638770945874455,1.667308696520683e-15,1.9189306429433143e-13
CD22,79.26415831676988,-6.016115681757365,1.146094128368243,-7.9304641242941765,2.183283765344293e-15,2.4964573911654327e-13
ANO4,91.6315827285109,-4.468838380581487,0.7245709264936386,-7.911097109683332,2.5513041262086255e-15,2.879866305026134e-13
PLCL1,264.29751053703603,-4.842661806363128,0.9261054602629257,-7.8567093645844555,3.943564478309802e-15,4.3674356539973147e-13
ELOVL7,60.74065670250787,-6.438519440600725,0.9910168236733259,-7.853972605891961,4.0306235829158044e-15,4.435953166972775e-13
SPTLC2,704.3198006872644,-2.045061087406069,0.27746619056695326,-7.8315745902462846,4.8179736978321185e-15,5.269546512119613e-13
CRABP2,80.73235010986505,4.739440394656605,0.8113709112903682,7.830222527930448,4.870072115843328e-15,5.29364814122748e-13
RAB11FIP4,285.461510882151,-2.3257804158352653,0.32804511654401763,-7.828234002675239,4.947704188391827e-15,5.345038224134459e-13
SH3TC2,239.00965677284088,-4.019075235554108,0.6096158559478299,-7.818888923406626,5.329160778019022e-15,5.722023910983961e-13
RASAL1,287.70338458629783,-5.050655379237474,0.804797197219505,-7.799399773403326,6.220231957653051e-15,6.598317141103167e-13
RASGRP3,277.8235214475412,-4.064345437586781,0.6418298590494098,-7.78518786349865,6.960969550659727e-15,7.296173381998043e-13
GABRA2,104.588890127313,-6.881713320900211,1.3275844443682903,-7.7702025995608945,7.83606886154955e-15,8.16481281556367e-13
FOLH1,830.7639024460675,-5.584423144869197,1.0401965527956736,-7.742622849124428,9.738659940211438e-15,1.0087533111010777e-12
HILPDA,1192.489072879705,2.80271350066786,0.4065347232839036,7.734745508339978,1.0361015310992066e-14,1.0669422141009315e-12
CA3,298.7039702446215,3.985089852218107,0.6482005590665546,7.7316074827749555,1.0619695786319899e-14,1.0872222273331808e-12
CSRP2,1367.160600795851,2.401688591595486,0.34618364696446613,7.72995440929842,1.0758510629782492e-14,1.0950671310973404e-12
SFTPC,66.42043614482424,-4.572920610116015,0.7807118456155876,-7.710428276532472,1.2539621140432739e-14,1.2690240727694258e-12
SLN,360.9959456772172,7.505605752690392,1.3988082697928437,7.698744776130899,1.374093102135453e-14,1.382651739171611e-12
SLC12A2,622.2425637791843,-3.1017589994398245,0.4715904346403655,-7.673898483857134,1.668461442241812e-14,1.6598834766348061e-12
ITGA3,460.1260339470392,2.7837930624317346,0.4163663060608879,7.637712735915249,2.211145083941723e-14,2.1751985353703797e-12
KIF19,430.7981285231715,-4.836592749642281,0.913776678911827,-7.634934400885807,2.2593543575149847e-14,2.210276160082298e-12
