Ensembl Gene ID,Gene Name,log2(Fold Change),adjusted p,biotype,direction
ENSG00000189212,DPY19L2P1,1.94567901116592,0.0290823812088912,transcribed_unprocessed_pseudogene,Upregulated
ENSG00000145908,ZNF300,1.94344346230164,0.0025272540068011,protein_coding,Upregulated
ENSG00000141753,IGFBP4,1.94333147792631,0.0447075459090112,protein_coding,Upregulated
ENSG00000256235,SMIM3,1.94234576764157,0.000540521047867595,protein_coding,Upregulated
ENSG00000187498,COL4A1,1.94143555067746,0.00846781061604296,protein_coding,Upregulated
ENSG00000240583,AQP1,1.9414123195965,0.0429810599638626,protein_coding,Upregulated
ENSG00000163814,CDCP1,1.93171501984966,0.0152754903635064,protein_coding,Upregulated
ENSG00000214357,NEURL1B,1.92939496270878,0.0172873871772924,protein_coding,Upregulated
ENSG00000091136,LAMB1,1.9260532584387,0.00815030185020745,protein_coding,Upregulated
ENSG00000118971,CCND2,1.92163760502488,3.93001331314794e-05,protein_coding,Upregulated
ENSG00000153250,RBMS1,1.92035561924872,0.0216742856381215,protein_coding,Upregulated
ENSG00000152208,GRID2,1.91996578932682,0.0234407767279646,protein_coding,Upregulated
ENSG00000113361,CDH6,1.91150596942313,0.0470570803826942,protein_coding,Upregulated
ENSG00000171208,NETO2,1.90820113338317,0.0171960117604935,protein_coding,Upregulated
ENSG00000169504,CLIC4,1.90400941937211,1.39294959998261e-06,protein_coding,Upregulated
ENSG00000219891,ZSCAN12P1,1.90366322276914,0.000660642605637123,transcribed_unprocessed_pseudogene,Upregulated
ENSG00000258900,HNRNPCP1,1.90108578978342,0.0241773245241561,processed_pseudogene,Upregulated
ENSG00000137807,KIF23,1.89909305637975,0.0184277385554087,protein_coding,Upregulated
ENSG00000118523,CTGF,1.89673805230035,0.0238930440623679,protein_coding,Upregulated
ENSG00000154080,CHST9,1.89593160379303,0.0116102551372244,protein_coding,Upregulated
ENSG00000117226,GBP3,1.89566954568932,0.00142141001600032,protein_coding,Upregulated
ENSG00000229989,MIR181A1HG,1.8949046438455,0.025547153363224,lincRNA,Upregulated
ENSG00000151025,GPR158,1.89253014242598,0.0487294249207239,protein_coding,Upregulated
ENSG00000137804,NUSAP1,1.88224171815402,0.00551478308112319,protein_coding,Upregulated
ENSG00000125869,LAMP5,1.85538189121619,0.00264417005882571,protein_coding,Upregulated
ENSG00000124785,NRN1,1.85304066275862,0.00854323076099663,protein_coding,Upregulated
ENSG00000157851,DPYSL5,1.85280468917829,0.00805157581999691,protein_coding,Upregulated
ENSG00000140092,FBLN5,1.84982433499612,0.00553227718755356,protein_coding,Upregulated
ENSG00000167553,TUBA1C,1.83809747493835,0.000496902186712608,protein_coding,Upregulated
ENSG00000203724,C1orf53,1.83406211104822,0.00596829639850239,protein_coding,Upregulated
ENSG00000197696,NMB,1.83032958441867,0.00364180102150164,protein_coding,Upregulated
ENSG00000229644,NAMPTP1,1.82892150479687,0.00122838966892578,processed_pseudogene,Upregulated
ENSG00000137460,FHDC1,1.80990824373681,0.0220355741224609,protein_coding,Upregulated
ENSG00000213222,AC093724.1,1.80498602439823,0.00392362607222468,processed_pseudogene,Upregulated
ENSG00000125898,FAM110A,1.80168250239087,0.0280786316955512,protein_coding,Upregulated
ENSG00000244509,APOBEC3C,1.79965418294107,0.00468568364296953,protein_coding,Upregulated
ENSG00000196083,IL1RAP,1.79877609023606,0.0142428240720494,protein_coding,Upregulated
ENSG00000106462,EZH2,1.79877460336402,0.00551478308112319,protein_coding,Upregulated
ENSG00000111247,RAD51AP1,1.79411684805088,0.0130838600747591,protein_coding,Upregulated
ENSG00000198929,NOS1AP,1.79395794175999,0.0352749949114647,protein_coding,Upregulated
ENSG00000177469,CAVIN1,1.79048874514294,0.0104844469293412,protein_coding,Upregulated
ENSG00000222489,SNORA79B,1.78549515599989,0.00853673749852794,snoRNA,Upregulated
ENSG00000218502,H2AFZP3,1.78502163027075,5.00886147220741e-06,processed_pseudogene,Upregulated
ENSG00000134470,IL15RA,1.78303672722182,0.0398768291767389,protein_coding,Upregulated
ENSG00000163694,RBM47,1.78129323001062,0.0196594799328572,protein_coding,Upregulated
ENSG00000162687,KCNT2,1.7747924083819,0.036172447821476,protein_coding,Upregulated
ENSG00000167552,TUBA1A,1.77280628892007,2.10535760723272e-06,protein_coding,Upregulated
ENSG00000090889,KIF4A,1.76833877685315,0.0142225048099445,protein_coding,Upregulated
ENSG00000235241,BX284668.4,1.76684532664614,0.0176579621396632,processed_pseudogene,Upregulated
ENSG00000164171,ITGA2,1.76631075256094,0.0176476641188944,protein_coding,Upregulated
ENSG00000144395,CCDC150,1.75606693341636,0.0125141181925842,protein_coding,Upregulated
ENSG00000112029,FBXO5,1.755227349495,0.00121095653512728,protein_coding,Upregulated
ENSG00000158373,HIST1H2BD,1.7533494116249,0.00271265912469056,protein_coding,Upregulated
ENSG00000038427,VCAN,1.75228023147976,0.00619557026545294,protein_coding,Upregulated
ENSG00000230777,RPS29P5,1.75114415589047,0.0354801333545204,processed_pseudogene,Upregulated
ENSG00000249239,AC095059.2,1.75082932860843,0.000792150442667866,processed_pseudogene,Upregulated
ENSG00000113810,SMC4,1.74920065740385,0.000371908962188158,protein_coding,Upregulated
ENSG00000162777,DENND2D,1.74679123073453,0.0378186339717389,protein_coding,Upregulated
ENSG00000105419,MEIS3,1.74669332429929,0.0173524902141937,protein_coding,Upregulated
ENSG00000090006,LTBP4,1.74180404184497,0.00494778753230323,protein_coding,Upregulated
ENSG00000162631,NTNG1,1.73578797279267,0.00264262382484606,protein_coding,Upregulated
ENSG00000274290,HIST1H2BE,1.73002070675608,0.0142225048099445,protein_coding,Upregulated
ENSG00000136859,ANGPTL2,1.72823371695769,0.0107171929485445,protein_coding,Upregulated
ENSG00000005884,ITGA3,1.72527257313583,0.000465326082292316,protein_coding,Upregulated
ENSG00000236739,CLIC4P1,1.72524564253991,0.00224027750923495,processed_pseudogene,Upregulated
ENSG00000227205,PFN1P9,1.72455525493903,0.00383073822090318,processed_pseudogene,Upregulated
ENSG00000138119,MYOF,1.71601014407781,0.00733837196201012,protein_coding,Upregulated
ENSG00000134690,CDCA8,1.71445945691848,0.0308673519446686,protein_coding,Upregulated
ENSG00000161638,ITGA5,1.70716845557367,0.0048109041026424,protein_coding,Upregulated
ENSG00000204261,PSMB8-AS1,1.70537805194569,0.0119033915270293,lincRNA,Upregulated
ENSG00000187840,EIF4EBP1,1.70161160671279,0.00549373531240032,protein_coding,Upregulated
ENSG00000220884,MESTP1,1.70119323533638,0.0029427356979905,processed_pseudogene,Upregulated
ENSG00000169258,GPRIN1,1.69878616414564,0.00813603294392852,protein_coding,Upregulated
ENSG00000167670,CHAF1A,1.69370997359044,0.00012233528482584,protein_coding,Upregulated
ENSG00000166130,IKBIP,1.68617697236056,0.00726248871650562,protein_coding,Upregulated
ENSG00000062716,VMP1,1.68609047723869,3.39064281289934e-05,protein_coding,Upregulated
ENSG00000136261,BZW2,1.68603223216115,5.86673904151005e-05,protein_coding,Upregulated
ENSG00000187398,LUZP2,1.67915543093483,0.0116406959855641,protein_coding,Upregulated
ENSG00000163040,CCDC74A,1.67100631296566,0.0338387723970828,protein_coding,Upregulated
ENSG00000162946,DISC1,1.66778188710614,0.0177224605340124,protein_coding,Upregulated
ENSG00000168672,FAM84B,1.66558040777908,0.00113805157611885,protein_coding,Upregulated
ENSG00000049130,KITLG,1.66493664402385,0.00321034650163109,protein_coding,Upregulated
ENSG00000072571,HMMR,1.66148400139359,0.00803131823780691,protein_coding,Upregulated
ENSG00000143499,SMYD2,1.65974115931706,0.0142700964274909,protein_coding,Upregulated
ENSG00000146090,RASGEF1C,1.65793014471369,0.0125914173696584,protein_coding,Upregulated
ENSG00000163191,S100A11,1.65627644580907,0.0159522975495632,protein_coding,Upregulated
ENSG00000254332,AF201337.1,1.65493327557025,0.0148537971284827,processed_pseudogene,Upregulated
ENSG00000010278,CD9,1.65275696884802,0.00163954732993933,protein_coding,Upregulated
ENSG00000082684,SEMA5B,1.65235581849533,0.0230271925768813,protein_coding,Upregulated
ENSG00000198826,ARHGAP11A,1.65159077578621,0.0273612532913191,protein_coding,Upregulated
ENSG00000127325,BEST3,1.64768404907887,0.036869450019736,protein_coding,Upregulated
ENSG00000267534,S1PR2,1.64674117619624,0.0203666672130358,protein_coding,Upregulated
ENSG00000063015,SEZ6,1.6371407282591,0.00250281542470245,protein_coding,Upregulated
ENSG00000005448,WDR54,1.6344365685159,0.00117409195970742,protein_coding,Upregulated
ENSG00000104889,RNASEH2A,1.62749545273653,0.000426156695065942,protein_coding,Upregulated
ENSG00000116711,PLA2G4A,1.62331887116763,0.0296577910838177,protein_coding,Upregulated
ENSG00000095303,PTGS1,1.61750379743959,0.0267977001273898,protein_coding,Upregulated
ENSG00000137752,CASP1,1.61487869589792,0.0196209950194464,protein_coding,Upregulated
ENSG00000121005,CRISPLD1,1.60745000854708,0.00625959054719579,protein_coding,Upregulated
ENSG00000169744,LDB2,1.60617037686949,0.0104206785427444,protein_coding,Upregulated
ENSG00000196517,SLC6A9,1.60557048473881,0.0134212113341968,protein_coding,Upregulated
ENSG00000186470,BTN3A2,1.60167857284172,0.0221989635967968,protein_coding,Upregulated
ENSG00000197299,BLM,1.59726287563316,0.0200445381814998,protein_coding,Upregulated
ENSG00000106070,GRB10,1.59718158684469,0.0103907665088181,protein_coding,Upregulated
ENSG00000152422,XRCC4,1.59426925771525,0.00101141111591397,protein_coding,Upregulated
ENSG00000091986,CCDC80,1.59209182197606,0.00293501041445031,protein_coding,Upregulated
ENSG00000253173,AC084251.1,1.59094019910866,0.00137845359450529,processed_pseudogene,Upregulated
ENSG00000146072,TNFRSF21,1.59074934874515,0.0270379973030081,protein_coding,Upregulated
ENSG00000258947,TUBB3,1.58739072500765,0.0252693635654624,protein_coding,Upregulated
ENSG00000014914,MTMR11,1.58662917157688,8.60161053592067e-05,protein_coding,Upregulated
ENSG00000133083,DCLK1,1.58628298593635,0.020447681085589,protein_coding,Upregulated
ENSG00000213553,RPLP0P6,1.58134029816414,5.10925210301697e-05,processed_pseudogene,Upregulated
ENSG00000136997,MYC,1.57851874580669,0.0178440162578397,protein_coding,Upregulated
ENSG00000077522,ACTN2,1.57709228195145,0.0392926463252817,protein_coding,Upregulated
ENSG00000136514,RTP4,1.57440973457919,0.0205665281601672,protein_coding,Upregulated
ENSG00000168679,SLC16A4,1.5725265357516,0.0067558929160787,protein_coding,Upregulated
ENSG00000214391,TUBAP2,1.56819540993942,1.92169773572774e-06,processed_pseudogene,Upregulated
ENSG00000094804,CDC6,1.56734676544771,0.027539810042499,protein_coding,Upregulated
ENSG00000221866,PLXNA4,1.56511046671145,0.0230531266165336,protein_coding,Upregulated
ENSG00000067066,SP100,1.56118897272398,0.0145683608451135,protein_coding,Upregulated
ENSG00000134057,CCNB1,1.55810239762985,0.00364138639708385,protein_coding,Upregulated
ENSG00000106066,CPVL,1.54854377700052,0.0251299424396072,protein_coding,Upregulated
ENSG00000165434,PGM2L1,1.54206652760955,0.0410060568265631,protein_coding,Upregulated
ENSG00000189343,AC004448.1,1.53606386915251,0.00113045219245341,processed_pseudogene,Upregulated
ENSG00000116745,RPE65,1.53578177286289,0.0208609967899411,protein_coding,Upregulated
ENSG00000076554,TPD52,1.53356206492887,0.00849116022473337,protein_coding,Upregulated
ENSG00000213184,AP003040.1,1.53316038033154,0.00882508370963372,processed_pseudogene,Upregulated
ENSG00000130589,HELZ2,1.53046982883617,0.041623455429859,protein_coding,Upregulated
ENSG00000073111,MCM2,1.52145281387239,0.000691508031035233,protein_coding,Upregulated
ENSG00000196368,NUDT11,1.51324485217386,0.0308403359972874,protein_coding,Upregulated
ENSG00000243819,RN7SL832P,1.51314571475469,0.0341978537215333,lincRNA,Upregulated
ENSG00000175183,CSRP2,1.51293119008621,0.00641146443151248,protein_coding,Upregulated
ENSG00000154277,UCHL1,1.50886985040907,0.0032326100364561,protein_coding,Upregulated
ENSG00000130518,KIAA1683,1.50811288098045,0.00891118786933443,protein_coding,Upregulated
ENSG00000227440,ATP5G1P4,1.50288622386252,0.014495331146668,processed_pseudogene,Upregulated
ENSG00000197956,S100A6,1.50278450205857,0.00398892710674566,protein_coding,Upregulated
ENSG00000128606,LRRC17,1.50196256226889,0.0231445649777946,protein_coding,Upregulated
ENSG00000240342,AC026366.1,1.49578475794288,0.00106541195675033,processed_pseudogene,Upregulated
ENSG00000163918,RFC4,1.49172955299374,9.6363679404237e-05,protein_coding,Upregulated
ENSG00000155530,LRGUK,1.49153866493895,0.00383875732786907,protein_coding,Upregulated
ENSG00000072858,SIDT1,1.48870157925025,0.00846225211782788,protein_coding,Upregulated
ENSG00000130226,DPP6,1.48799204790209,0.0235958330810955,protein_coding,Upregulated
ENSG00000274012,RN7SL2,1.48505721258514,0.0298046845769499,misc_RNA,Upregulated
ENSG00000105810,CDK6,1.47990985128935,0.0208681974974174,protein_coding,Upregulated
ENSG00000005059,MCUB,1.47861808430229,0.00847680701696924,protein_coding,Upregulated
ENSG00000237730,AC078991.1,1.47673216595486,0.00172413449273239,processed_pseudogene,Upregulated
ENSG00000180447,GAS1,1.47491247913961,0.00668582206729119,protein_coding,Upregulated
ENSG00000217416,ISCA1P1,1.47491045717559,0.00672260348066519,processed_pseudogene,Upregulated
ENSG00000139146,FAM60A,1.47248492559342,0.0470779254058351,protein_coding,Upregulated
ENSG00000118785,SPP1,1.47207479619881,0.0381853651079165,protein_coding,Upregulated
ENSG00000249992,TMEM158,1.46963214770681,0.0153593172953404,protein_coding,Upregulated
ENSG00000242169,AC093789.1,1.4690232989806,0.00263636460945949,processed_pseudogene,Upregulated
ENSG00000072422,RHOBTB1,1.46874631675131,0.0378793247922769,protein_coding,Upregulated
ENSG00000143507,DUSP10,1.46686640746613,0.0409164058574996,protein_coding,Upregulated
ENSG00000132274,TRIM22,1.46528058131526,0.0171149103053822,protein_coding,Upregulated
ENSG00000234093,RPS15AP11,1.46494928999358,0.0210500873133191,processed_pseudogene,Upregulated
ENSG00000173281,PPP1R3B,1.46143417493601,0.0386093610886688,protein_coding,Upregulated
ENSG00000144158,AL078621.1,1.46090686725888,0.0278682484215385,processed_pseudogene,Upregulated
ENSG00000152402,GUCY1A2,1.45645822538107,0.03362614418529,protein_coding,Upregulated
ENSG00000102007,PLP2,1.45596988484754,0.00234067148916741,protein_coding,Upregulated
ENSG00000140682,TGFB1I1,1.4545922704146,0.0408435586240985,protein_coding,Upregulated
ENSG00000163399,ATP1A1,1.45349609107523,0.000209589856932401,protein_coding,Upregulated
ENSG00000110841,PPFIBP1,1.45348712060529,0.0327187184148849,protein_coding,Upregulated
ENSG00000256103,ATP5J2P5,1.45243824248689,0.0208919099339335,processed_pseudogene,Upregulated
ENSG00000217241,CBX3P9,1.45187849990428,0.00193598564231655,processed_pseudogene,Upregulated
ENSG00000178715,AL450998.1,1.44876872220033,0.00582294568713539,processed_pseudogene,Upregulated
ENSG00000059804,SLC2A3,1.44748843547265,0.0432049762342351,protein_coding,Upregulated
ENSG00000213846,AC098614.1,1.43956538420533,0.00264686187005365,transcribed_processed_pseudogene,Upregulated
ENSG00000159409,CELF3,1.43438131383178,0.044869317276067,protein_coding,Upregulated
ENSG00000213442,RPL18AP3,1.43098983971278,0.000100919766871609,processed_pseudogene,Upregulated
ENSG00000075702,WDR62,1.43014366926102,0.0348068118494494,protein_coding,Upregulated
ENSG00000164111,ANXA5,1.4292449796416,0.0004677223483166,protein_coding,Upregulated
ENSG00000146677,AC004453.1,1.42459593809139,0.00012233528482584,processed_pseudogene,Upregulated
ENSG00000142634,EFHD2,1.42314948805664,0.0213969877457818,protein_coding,Upregulated
ENSG00000204323,SMIM5,1.42011830896553,0.0210749074350369,protein_coding,Upregulated
ENSG00000196230,TUBB,1.4188415411435,4.01606025928116e-05,protein_coding,Upregulated
ENSG00000137404,NRM,1.41714470160928,0.00450608666351599,protein_coding,Upregulated
ENSG00000166845,C18orf54,1.41569915852983,0.0208681974974174,protein_coding,Upregulated
ENSG00000127589,TUBBP1,1.41439101035093,0.000310973696505926,transcribed_processed_pseudogene,Upregulated
ENSG00000049541,RFC2,1.41379371177031,9.14453823808533e-05,protein_coding,Upregulated
ENSG00000248988,AC093700.1,1.41282150323288,0.0227312889368424,processed_pseudogene,Upregulated
ENSG00000135363,LMO2,1.40720222053017,0.00954958196420144,protein_coding,Upregulated
ENSG00000114480,GBE1,1.40697324199053,8.60161053592067e-05,protein_coding,Upregulated
ENSG00000107338,SHB,1.40340734430669,0.00607366150247347,protein_coding,Upregulated
ENSG00000120992,LYPLA1,1.39673616666353,0.000277282151685366,protein_coding,Upregulated
ENSG00000174776,WDR49,1.38967054510606,0.0128259985766043,protein_coding,Upregulated
ENSG00000280852,AC025048.6,1.38796055308052,0.0198562989797821,transcribed_processed_pseudogene,Upregulated
ENSG00000213683,AC002056.1,1.38502277640542,0.0401380814765844,processed_pseudogene,Upregulated
ENSG00000206053,JPT2,1.38346564453365,0.00011402949557672,protein_coding,Upregulated
ENSG00000197461,PDGFA,1.37753439402353,0.000901754014518599,protein_coding,Upregulated
ENSG00000097021,ACOT7,1.37617595845504,1.13745696364236e-06,protein_coding,Upregulated
ENSG00000034510,TMSB10,1.37483459420727,0.00743868417967582,protein_coding,Upregulated
ENSG00000163947,ARHGEF3,1.36907238048726,0.00754878594224373,protein_coding,Upregulated
ENSG00000185404,SP140L,1.36796062181675,0.028926046403858,protein_coding,Upregulated
ENSG00000157227,MMP14,1.36514722141677,0.033641025210434,protein_coding,Upregulated
ENSG00000112902,SEMA5A,1.36466402902697,0.034648263523644,protein_coding,Upregulated
ENSG00000075340,ADD2,1.36392120242132,0.0310424926112525,protein_coding,Upregulated
ENSG00000187741,FANCA,1.36190548840503,0.0330893090203469,protein_coding,Upregulated
ENSG00000233913,RPL10P9,1.35839945367055,3.93485047829211e-05,processed_pseudogene,Upregulated
ENSG00000156804,FBXO32,1.35753221317584,0.000973277110797416,protein_coding,Upregulated
ENSG00000003147,ICA1,1.35674310058001,0.0292362130122755,protein_coding,Upregulated
ENSG00000128617,OPN1SW,1.35577194071066,0.00855714927331903,protein_coding,Upregulated
ENSG00000162641,AKNAD1,1.35120253371347,0.0410820909573931,protein_coding,Upregulated
ENSG00000101955,SRPX,1.34765842278442,0.0161066358772783,protein_coding,Upregulated
ENSG00000181104,F2R,1.3432314864243,0.0347350366507723,protein_coding,Upregulated
ENSG00000117477,CCDC181,1.34291699379722,0.00417433811417533,protein_coding,Upregulated
ENSG00000105372,RPS19,1.34277934678281,9.97164585416374e-05,protein_coding,Upregulated
ENSG00000083845,RPS5,1.34171895717647,5.28782155441642e-05,protein_coding,Upregulated
ENSG00000153721,CNKSR3,1.33980683441366,0.0117148913809149,protein_coding,Upregulated
ENSG00000166979,EVA1C,1.33622301443484,0.00142002729188423,protein_coding,Upregulated
ENSG00000164032,H2AFZ,1.33612152518762,1.84128243155634e-07,protein_coding,Upregulated
ENSG00000243802,AC090589.1,1.3307879911342,0.000118032611594784,processed_pseudogene,Upregulated
ENSG00000131711,MAP1B,1.32990347973062,0.00501374824297602,protein_coding,Upregulated
ENSG00000054654,SYNE2,1.32303902059526,0.0287729666427745,protein_coding,Upregulated
ENSG00000116133,DHCR24,1.31070127530946,0.0142880058083339,protein_coding,Upregulated
ENSG00000242071,RPL7AP6,1.30945604557235,0.000104552829904762,processed_pseudogene,Upregulated
ENSG00000235207,TUBBP6,1.30818400605476,0.0212505422066629,processed_pseudogene,Upregulated
ENSG00000233971,RPS20P10,1.30663818948705,0.000394010358955825,processed_pseudogene,Upregulated
ENSG00000143228,NUF2,1.30169519891825,0.043545056642825,protein_coding,Upregulated
ENSG00000128567,PODXL,1.30049269074862,0.0113978834632779,protein_coding,Upregulated
ENSG00000230508,RPL19P21,1.29977027666702,0.00176410862491129,processed_pseudogene,Upregulated
ENSG00000196937,FAM3C,1.29942447323735,0.000558877416478619,protein_coding,Upregulated
ENSG00000213881,NPM1P6,1.29762712787383,0.0396143150427909,processed_pseudogene,Upregulated
ENSG00000226986,AC092017.1,1.29289552331782,0.0494160176720644,processed_pseudogene,Upregulated
ENSG00000109861,CTSC,1.29217048784121,0.014495331146668,protein_coding,Upregulated
ENSG00000077152,UBE2T,1.29032687347538,0.0231902589099029,protein_coding,Upregulated
ENSG00000219023,AL033519.2,1.28799529407846,0.000793796190364607,processed_pseudogene,Upregulated
ENSG00000150687,PRSS23,1.28616676046576,0.0394586730700237,protein_coding,Upregulated
ENSG00000126878,AIF1L,1.28376801427109,0.00845282531969186,protein_coding,Upregulated
ENSG00000213719,CLIC1,1.2797616060014,0.0382932279096129,protein_coding,Upregulated
ENSG00000204628,RACK1,1.27755523359865,2.96079930253877e-06,protein_coding,Upregulated
ENSG00000137309,HMGA1,1.27745166502748,0.0128863193169004,protein_coding,Upregulated
ENSG00000229119,AC026403.1,1.276704128079,0.0156588627866224,processed_pseudogene,Upregulated
ENSG00000266563,EIF1P5,1.27638364617768,0.0284721282076681,unprocessed_pseudogene,Upregulated
ENSG00000197958,RPL12,1.27531735607661,1.88224656689452e-05,protein_coding,Upregulated
ENSG00000240463,RPS19P3,1.27445623378958,0.00332464747316098,processed_pseudogene,Upregulated
ENSG00000282851,BISPR,1.2699101916601,0.0123314688780808,lincRNA,Upregulated
ENSG00000231531,HINT1P1,1.26851950718259,0.000559813519495226,processed_pseudogene,Upregulated
ENSG00000127337,YEATS4,1.26723117566377,0.000976199750223731,protein_coding,Upregulated
ENSG00000265273,AC009831.2,1.26705727710013,0.0118919510498156,processed_pseudogene,Upregulated
ENSG00000087586,AURKA,1.26357329175291,0.00767750519689973,protein_coding,Upregulated
ENSG00000218426,AL590867.2,1.26153684436858,4.25758345905904e-05,processed_pseudogene,Upregulated
ENSG00000213312,AL135905.1,1.26135197142468,0.0272170650457422,processed_pseudogene,Upregulated
ENSG00000123416,TUBA1B,1.26110925076803,0.000181358805889978,protein_coding,Upregulated
ENSG00000213866,YBX1P10,1.26081798560595,0.0169940519746372,processed_pseudogene,Upregulated
ENSG00000115414,FN1,1.25951940774713,0.0311418017258578,protein_coding,Upregulated
ENSG00000224861,YBX1P1,1.25865769079331,0.0101956639282368,processed_pseudogene,Upregulated
ENSG00000228794,LINC01128,1.25804305181531,0.000146064649472711,processed_transcript,Upregulated
ENSG00000050405,LIMA1,1.25437095691838,0.0207552290097141,protein_coding,Upregulated
ENSG00000177425,PAWR,1.2537187086901,0.0383979443607248,protein_coding,Upregulated
ENSG00000131386,GALNT15,1.25121270550083,0.0483080132351256,protein_coding,Upregulated
ENSG00000106367,AP1S1,1.25075742694111,0.0311418017258578,protein_coding,Upregulated
ENSG00000150540,HNMT,1.24991559446118,0.00528273599506794,protein_coding,Upregulated
ENSG00000225178,RPSAP58,1.24923309724485,0.000363632794633713,processed_pseudogene,Upregulated
ENSG00000140931,CMTM3,1.24844011867261,0.0247403453401556,protein_coding,Upregulated
ENSG00000179331,RAB39A,1.2449963922796,0.0385649290648223,protein_coding,Upregulated
ENSG00000137310,TCF19,1.23736732964829,0.00983313846798021,protein_coding,Upregulated
ENSG00000123146,ADGRE5,1.23720934078152,0.0456859745289642,protein_coding,Upregulated
ENSG00000164742,ADCY1,1.23434127252792,0.0157997787582356,protein_coding,Upregulated
ENSG00000242162,AC018639.1,1.23377990923411,0.0483009548474579,processed_pseudogene,Upregulated
ENSG00000134291,TMEM106C,1.23252900741679,0.0252515143824404,protein_coding,Upregulated
ENSG00000163513,TGFBR2,1.22958189362616,0.0399678990224196,protein_coding,Upregulated
ENSG00000151883,PARP8,1.22933167524596,0.00328120237637463,protein_coding,Upregulated
ENSG00000240371,RPS4XP13,1.22573937142003,0.0435089880607335,processed_pseudogene,Upregulated
ENSG00000218350,LYPLA1P3,1.22541727164148,0.0173609757564444,processed_pseudogene,Upregulated
ENSG00000185090,MANEAL,1.22069193072637,0.0046414539265095,protein_coding,Upregulated
ENSG00000159840,ZYX,1.21607546736064,0.000962151958398521,protein_coding,Upregulated
ENSG00000138587,MNS1,1.21567763005225,0.0235260858310045,protein_coding,Upregulated
ENSG00000249921,AC034207.1,1.21557329869036,0.00510685438982469,processed_pseudogene,Upregulated
ENSG00000213539,YBX1P6,1.21534927006477,0.000529642991756802,processed_pseudogene,Upregulated
ENSG00000142227,EMP3,1.21257222129773,0.0255593219432518,protein_coding,Upregulated
ENSG00000106772,PRUNE2,1.21224936693664,0.0379823837996583,protein_coding,Upregulated
ENSG00000131095,GFAP,1.21062672110458,0.0392926463252817,protein_coding,Upregulated
ENSG00000140105,WARS,1.2071105733160299,0.0226465241037831,protein_coding,Upregulated
ENSG00000152147,GEMIN6,1.20701413790925,4.2269050764347e-05,protein_coding,Upregulated
ENSG00000218748,DBIP1,1.2058372157998,0.000600323988469272,processed_pseudogene,Upregulated
ENSG00000237676,RPL30P4,1.20572283370287,0.000113414215357566,processed_pseudogene,Upregulated
ENSG00000186676,EEF1GP1,1.203128195418,0.038608960991434,processed_pseudogene,Upregulated
ENSG00000135446,CDK4,1.20280241383473,5.73650557935201e-06,protein_coding,Upregulated
ENSG00000240065,PSMB9,1.20233503766074,0.00825459569194732,protein_coding,Upregulated
ENSG00000128573,FOXP2,1.20175573160717,0.0231902589099029,protein_coding,Upregulated
ENSG00000116584,ARHGEF2,1.20175211861341,0.0267267001680691,protein_coding,Upregulated
ENSG00000159335,PTMS,1.20149678137231,0.00620869088750175,protein_coding,Upregulated
ENSG00000238000,AC116347.1,1.19933544150552,0.0281195758993937,processed_pseudogene,Upregulated
ENSG00000184188,AC026410.1,1.19784363540476,0.0437307876782373,processed_pseudogene,Upregulated
ENSG00000122591,FAM126A,1.19719605901436,0.00151615039783541,protein_coding,Upregulated
ENSG00000184635,ZNF93,1.19435044256738,0.0301821352088834,protein_coding,Upregulated
ENSG00000156482,RPL30,1.19276272030153,2.17431652651116e-05,protein_coding,Upregulated
ENSG00000175334,BANF1,1.19259277738807,6.62031315992393e-05,protein_coding,Upregulated
ENSG00000127903,ZNF835,1.18852175006554,0.0273915360157045,protein_coding,Upregulated
ENSG00000146425,DYNLT1,1.18525750306262,2.50595698274005e-05,protein_coding,Upregulated
ENSG00000266899,AKR1B1P7,1.1832587274198,0.0207429642238932,processed_pseudogene,Upregulated
ENSG00000105640,RPL18A,1.18323619588776,0.00112739387619373,protein_coding,Upregulated
ENSG00000228236,TXNP5,1.18143443959175,0.0192865412230545,processed_pseudogene,Upregulated
ENSG00000179958,DCTPP1,1.17770823060804,0.000142896121996751,protein_coding,Upregulated
ENSG00000196636,SDHAF3,1.17716530824638,0.000736408256394404,protein_coding,Upregulated
ENSG00000152763,WDR78,1.17665593065803,0.00120847142687621,protein_coding,Upregulated
ENSG00000188312,CENPP,1.17185975858247,0.0315182978020214,protein_coding,Upregulated
ENSG00000064199,SPA17,1.17105112159372,0.00703471055517557,protein_coding,Upregulated
ENSG00000152413,HOMER1,1.1707560464115,0.0295370887862188,protein_coding,Upregulated
ENSG00000236654,AC079780.1,1.16990074992856,0.00939233189534354,processed_pseudogene,Upregulated
ENSG00000105948,TTC26,1.16654421895264,0.000523724843711849,protein_coding,Upregulated
ENSG00000111602,TIMELESS,1.16585744166115,0.00338032434156111,protein_coding,Upregulated
ENSG00000168772,CXXC4,1.16351343925919,0.0437714116545127,protein_coding,Upregulated
ENSG00000124802,EEF1E1,1.16272472082136,0.0426406549428131,protein_coding,Upregulated
ENSG00000062582,MRPS24,1.16230380164004,0.0105521512115983,protein_coding,Upregulated
ENSG00000152642,GPD1L,1.16227331239966,0.0425386856577405,protein_coding,Upregulated
ENSG00000188706,ZDHHC9,1.16019717580441,0.0149241276298505,protein_coding,Upregulated
ENSG00000227081,AC005912.1,1.15833844467102,0.00166418347737446,processed_pseudogene,Upregulated
